Generation:	16	Best fitness:	186.69931972789115	Average fitness:	242.69931972789112	Fitness standard deviation:	35.722017448798226	Best genome:	A13	E5	N6	E3	N5	A6	A12	A14	N7	A10	N12	N3	A7	A17	N9	A16	A15	A8	A9	E4	A11	
Generation:	55296	Best fitness:	95.32789115646258	Average fitness:	171.05074829931974	Fitness standard deviation:	42.45220899999895	Best genome:	A13	N9	A16	E5	A15	A14	A17	N7	A10	N12	E3	N6	A6	A12	N5	A11	A8	A9	N3	E4	A7	
Generation:	55312	Best fitness:	95.32789115646258	Average fitness:	186.02789115646257	Fitness standard deviation:	41.57107363618729	Best genome:	A13	N9	A16	E5	A15	A14	A17	N7	A10	N12	E3	N6	A6	A12	N5	A11	A8	A9	N3	E4	A7	
Generation:	55328	Best fitness:	95.32789115646258	Average fitness:	166.36789115646258	Fitness standard deviation:	53.06915196039898	Best genome:	A13	N9	A16	E5	A15	A14	A17	N7	A10	N12	E3	N6	A6	A12	N5	A11	A8	A9	N3	E4	A7	
Generation:	55344	Best fitness:	95.32789115646258	Average fitness:	175.52503401360542	Fitness standard deviation:	54.55817557845001	Best genome:	A13	N9	A16	E5	A15	A14	A17	N7	A10	N12	E3	N6	A6	A12	N5	A11	A8	A9	N3	E4	A7	
Generation:	55360	Best fitness:	95.32789115646258	Average fitness:	187.8421768707483	Fitness standard deviation:	36.069072058810626	Best genome:	A13	N9	A16	E5	A15	A14	A17	N7	A10	N12	E3	N6	A6	A12	N5	A11	A8	A9	N3	E4	A7	
Generation:	55376	Best fitness:	95.32789115646258	Average fitness:	217.1878911564626	Fitness standard deviation:	51.651206122195745	Best genome:	A13	N9	A16	E5	A15	A14	A17	N7	A10	N12	E3	N6	A6	A12	N5	A11	A8	A9	N3	E4	A7	
Generation:	55392	Best fitness:	95.32789115646258	Average fitness:	190.976462585034	Fitness standard deviation:	55.71255242725093	Best genome:	A13	N9	A16	E5	A15	A14	A17	N7	A10	N12	E3	N6	A6	A12	N5	A11	A8	A9	N3	E4	A7	
Generation:	55408	Best fitness:	95.32789115646258	Average fitness:	159.5021768707483	Fitness standard deviation:	44.84015956934232	Best genome:	A13	N9	A16	E5	A15	A14	A17	N7	A10	N12	E3	N6	A6	A12	N5	A11	A8	A9	N3	E4	A7	
Generation:	55424	Best fitness:	95.32789115646258	Average fitness:	146.476462585034	Fitness standard deviation:	31.49268732741048	Best genome:	A13	N9	A16	E5	A15	A14	A17	N7	A10	N12	E3	N6	A6	A12	N5	A11	A8	A9	N3	E4	A7	
Generation:	55440	Best fitness:	95.32789115646258	Average fitness:	185.95360544217687	Fitness standard deviation:	52.84705764790331	Best genome:	A13	N9	A16	E5	A15	A14	A17	N7	A10	N12	E3	N6	A6	A12	N5	A11	A8	A9	N3	E4	A7	
Generation:	55456	Best fitness:	95.32789115646258	Average fitness:	168.80503401360545	Fitness standard deviation:	58.431999969264815	Best genome:	A13	N9	A16	E5	A15	A14	A17	N7	A10	N12	E3	N6	A6	A12	N5	A11	A8	A9	N3	E4	A7	
Generation:	55472	Best fitness:	95.32789115646258	Average fitness:	180.0221768707483	Fitness standard deviation:	43.02781833907465	Best genome:	A13	N9	A16	E5	A15	A14	A17	N7	A10	N12	E3	N6	A6	A12	N5	A11	A8	A9	N3	E4	A7	
Generation:	55488	Best fitness:	95.32789115646258	Average fitness:	170.13360544217684	Fitness standard deviation:	47.372339815464436	Best genome:	A13	N9	A16	E5	A15	A14	A17	N7	A10	N12	E3	N6	A6	A12	N5	A11	A8	A9	N3	E4	A7	
Generation:	55504	Best fitness:	95.32789115646258	Average fitness:	154.98217687074828	Fitness standard deviation:	51.47078814874571	Best genome:	A13	N9	A16	E5	A15	A14	A17	N7	A10	N12	E3	N6	A6	A12	N5	A11	A8	A9	N3	E4	A7	
Generation:	55520	Best fitness:	95.32789115646258	Average fitness:	153.60789115646259	Fitness standard deviation:	41.85314812727073	Best genome:	A13	N9	A16	E5	A15	A14	A17	N7	A10	N12	E3	N6	A6	A12	N5	A11	A8	A9	N3	E4	A7	
Generation:	55536	Best fitness:	95.32789115646258	Average fitness:	95.32789115646257	Fitness standard deviation:	1.4210854715202004E-14	Best genome:	A13	N9	A16	E5	A15	A14	A17	N7	A10	N12	E3	N6	A6	A12	N5	A11	A8	A9	N3	E4	A7	
Generation:	55552	Best fitness:	95.32789115646258	Average fitness:	95.32789115646257	Fitness standard deviation:	1.4210854715202004E-14	Best genome:	A13	N9	A16	E5	A15	A14	A17	N7	A10	N12	E3	N6	A6	A12	N5	A11	A8	A9	N3	E4	A7	
Generation:	55568	Best fitness:	95.32789115646258	Average fitness:	95.32789115646257	Fitness standard deviation:	1.4210854715202004E-14	Best genome:	A13	N9	A16	E5	A15	A14	A17	N7	A10	N12	E3	N6	A6	A12	N5	A11	A8	A9	N3	E4	A7	
Generation:	55584	Best fitness:	95.32789115646258	Average fitness:	95.32789115646257	Fitness standard deviation:	1.4210854715202004E-14	Best genome:	A13	N9	A16	E5	A15	A14	A17	N7	A10	N12	E3	N6	A6	A12	N5	A11	A8	A9	N3	E4	A7	
Generation:	55600	Best fitness:	95.32789115646258	Average fitness:	95.32789115646257	Fitness standard deviation:	1.4210854715202004E-14	Best genome:	A13	N9	A16	E5	A15	A14	A17	N7	A10	N12	E3	N6	A6	A12	N5	A11	A8	A9	N3	E4	A7	
Generation:	55616	Best fitness:	95.32789115646258	Average fitness:	95.32789115646257	Fitness standard deviation:	1.4210854715202004E-14	Best genome:	A13	N9	A16	E5	A15	A14	A17	N7	A10	N12	E3	N6	A6	A12	N5	A11	A8	A9	N3	E4	A7	
Generation:	55632	Best fitness:	95.32789115646258	Average fitness:	95.32789115646257	Fitness standard deviation:	1.4210854715202004E-14	Best genome:	A13	N9	A16	E5	A15	A14	A17	N7	A10	N12	E3	N6	A6	A12	N5	A11	A8	A9	N3	E4	A7	
Generation:	55648	Best fitness:	95.32789115646258	Average fitness:	95.32789115646257	Fitness standard deviation:	1.4210854715202004E-14	Best genome:	A13	N9	A16	E5	A15	A14	A17	N7	A10	N12	E3	N6	A6	A12	N5	A11	A8	A9	N3	E4	A7	
Generation:	55664	Best fitness:	95.32789115646258	Average fitness:	95.32789115646257	Fitness standard deviation:	1.4210854715202004E-14	Best genome:	A13	N9	A16	E5	A15	A14	A17	N7	A10	N12	E3	N6	A6	A12	N5	A11	A8	A9	N3	E4	A7	
Generation:	55680	Best fitness:	95.32789115646258	Average fitness:	95.32789115646257	Fitness standard deviation:	1.4210854715202004E-14	Best genome:	A13	N9	A16	E5	A15	A14	A17	N7	A10	N12	E3	N6	A6	A12	N5	A11	A8	A9	N3	E4	A7	
Generation:	55696	Best fitness:	95.32789115646258	Average fitness:	95.32789115646257	Fitness standard deviation:	1.4210854715202004E-14	Best genome:	A13	N9	A16	E5	A15	A14	A17	N7	A10	N12	E3	N6	A6	A12	N5	A11	A8	A9	N3	E4	A7	
Generation:	55712	Best fitness:	95.32789115646258	Average fitness:	95.32789115646257	Fitness standard deviation:	1.4210854715202004E-14	Best genome:	A13	N9	A16	E5	A15	A14	A17	N7	A10	N12	E3	N6	A6	A12	N5	A11	A8	A9	N3	E4	A7	
Generation:	55728	Best fitness:	95.32789115646258	Average fitness:	95.32789115646257	Fitness standard deviation:	1.4210854715202004E-14	Best genome:	A13	N9	A16	E5	A15	A14	A17	N7	A10	N12	E3	N6	A6	A12	N5	A11	A8	A9	N3	E4	A7	
Generation:	55744	Best fitness:	95.32789115646258	Average fitness:	95.32789115646257	Fitness standard deviation:	1.4210854715202004E-14	Best genome:	A13	N9	A16	E5	A15	A14	A17	N7	A10	N12	E3	N6	A6	A12	N5	A11	A8	A9	N3	E4	A7	
Generation:	55760	Best fitness:	95.32789115646258	Average fitness:	95.32789115646257	Fitness standard deviation:	1.4210854715202004E-14	Best genome:	A13	N9	A16	E5	A15	A14	A17	N7	A10	N12	E3	N6	A6	A12	N5	A11	A8	A9	N3	E4	A7	
Generation:	55776	Best fitness:	95.32789115646258	Average fitness:	95.32789115646257	Fitness standard deviation:	1.4210854715202004E-14	Best genome:	A13	N9	A16	E5	A15	A14	A17	N7	A10	N12	E3	N6	A6	A12	N5	A11	A8	A9	N3	E4	A7	
Generation:	55792	Best fitness:	95.32789115646258	Average fitness:	95.32789115646257	Fitness standard deviation:	1.4210854715202004E-14	Best genome:	A13	N9	A16	E5	A15	A14	A17	N7	A10	N12	E3	N6	A6	A12	N5	A11	A8	A9	N3	E4	A7	
Generation:	55808	Best fitness:	95.32789115646258	Average fitness:	95.32789115646257	Fitness standard deviation:	1.4210854715202004E-14	Best genome:	A13	N9	A16	E5	A15	A14	A17	N7	A10	N12	E3	N6	A6	A12	N5	A11	A8	A9	N3	E4	A7	
Generation:	55824	Best fitness:	95.32789115646258	Average fitness:	95.32789115646257	Fitness standard deviation:	1.4210854715202004E-14	Best genome:	A13	N9	A16	E5	A15	A14	A17	N7	A10	N12	E3	N6	A6	A12	N5	A11	A8	A9	N3	E4	A7	
Generation:	55840	Best fitness:	95.32789115646258	Average fitness:	95.32789115646257	Fitness standard deviation:	1.4210854715202004E-14	Best genome:	A13	N9	A16	E5	A15	A14	A17	N7	A10	N12	E3	N6	A6	A12	N5	A11	A8	A9	N3	E4	A7	
Generation:	55856	Best fitness:	95.32789115646258	Average fitness:	95.32789115646257	Fitness standard deviation:	1.4210854715202004E-14	Best genome:	A13	N9	A16	E5	A15	A14	A17	N7	A10	N12	E3	N6	A6	A12	N5	A11	A8	A9	N3	E4	A7	
Generation:	55872	Best fitness:	95.32789115646258	Average fitness:	95.32789115646257	Fitness standard deviation:	1.4210854715202004E-14	Best genome:	A13	N9	A16	E5	A15	A14	A17	N7	A10	N12	E3	N6	A6	A12	N5	A11	A8	A9	N3	E4	A7	
Generation:	55888	Best fitness:	95.32789115646258	Average fitness:	95.32789115646257	Fitness standard deviation:	1.4210854715202004E-14	Best genome:	A13	N9	A16	E5	A15	A14	A17	N7	A10	N12	E3	N6	A6	A12	N5	A11	A8	A9	N3	E4	A7	
Generation:	55904	Best fitness:	95.32789115646258	Average fitness:	95.32789115646257	Fitness standard deviation:	1.4210854715202004E-14	Best genome:	A13	N9	A16	E5	A15	A14	A17	N7	A10	N12	E3	N6	A6	A12	N5	A11	A8	A9	N3	E4	A7	
Generation:	55920	Best fitness:	95.32789115646258	Average fitness:	95.32789115646257	Fitness standard deviation:	1.4210854715202004E-14	Best genome:	A13	N9	A16	E5	A15	A14	A17	N7	A10	N12	E3	N6	A6	A12	N5	A11	A8	A9	N3	E4	A7	
Generation:	55936	Best fitness:	95.32789115646258	Average fitness:	95.32789115646257	Fitness standard deviation:	1.4210854715202004E-14	Best genome:	A13	N9	A16	E5	A15	A14	A17	N7	A10	N12	E3	N6	A6	A12	N5	A11	A8	A9	N3	E4	A7	
Generation:	55952	Best fitness:	95.32789115646258	Average fitness:	95.32789115646257	Fitness standard deviation:	1.4210854715202004E-14	Best genome:	A13	N9	A16	E5	A15	A14	A17	N7	A10	N12	E3	N6	A6	A12	N5	A11	A8	A9	N3	E4	A7	
Generation:	55968	Best fitness:	95.32789115646258	Average fitness:	95.32789115646257	Fitness standard deviation:	1.4210854715202004E-14	Best genome:	A13	N9	A16	E5	A15	A14	A17	N7	A10	N12	E3	N6	A6	A12	N5	A11	A8	A9	N3	E4	A7	
Generation:	55984	Best fitness:	95.32789115646258	Average fitness:	95.32789115646257	Fitness standard deviation:	1.4210854715202004E-14	Best genome:	A13	N9	A16	E5	A15	A14	A17	N7	A10	N12	E3	N6	A6	A12	N5	A11	A8	A9	N3	E4	A7	
Generation:	56000	Best fitness:	95.32789115646258	Average fitness:	95.32789115646257	Fitness standard deviation:	1.4210854715202004E-14	Best genome:	A13	N9	A16	E5	A15	A14	A17	N7	A10	N12	E3	N6	A6	A12	N5	A11	A8	A9	N3	E4	A7	
Generation:	56016	Best fitness:	95.32789115646258	Average fitness:	95.32789115646257	Fitness standard deviation:	1.4210854715202004E-14	Best genome:	A13	N9	A16	E5	A15	A14	A17	N7	A10	N12	E3	N6	A6	A12	N5	A11	A8	A9	N3	E4	A7	
Generation:	56032	Best fitness:	95.32789115646258	Average fitness:	95.32789115646257	Fitness standard deviation:	1.4210854715202004E-14	Best genome:	A13	N9	A16	E5	A15	A14	A17	N7	A10	N12	E3	N6	A6	A12	N5	A11	A8	A9	N3	E4	A7	
Generation:	56048	Best fitness:	95.32789115646258	Average fitness:	95.32789115646257	Fitness standard deviation:	1.4210854715202004E-14	Best genome:	A13	N9	A16	E5	A15	A14	A17	N7	A10	N12	E3	N6	A6	A12	N5	A11	A8	A9	N3	E4	A7	
Generation:	56064	Best fitness:	95.32789115646258	Average fitness:	95.32789115646257	Fitness standard deviation:	1.4210854715202004E-14	Best genome:	A13	N9	A16	E5	A15	A14	A17	N7	A10	N12	E3	N6	A6	A12	N5	A11	A8	A9	N3	E4	A7	
Generation:	56080	Best fitness:	95.32789115646258	Average fitness:	95.32789115646257	Fitness standard deviation:	1.4210854715202004E-14	Best genome:	A13	N9	A16	E5	A15	A14	A17	N7	A10	N12	E3	N6	A6	A12	N5	A11	A8	A9	N3	E4	A7	
Generation:	56096	Best fitness:	95.32789115646258	Average fitness:	95.32789115646257	Fitness standard deviation:	1.4210854715202004E-14	Best genome:	A13	N9	A16	E5	A15	A14	A17	N7	A10	N12	E3	N6	A6	A12	N5	A11	A8	A9	N3	E4	A7	
Generation:	56112	Best fitness:	95.32789115646258	Average fitness:	95.32789115646257	Fitness standard deviation:	1.4210854715202004E-14	Best genome:	A13	N9	A16	E5	A15	A14	A17	N7	A10	N12	E3	N6	A6	A12	N5	A11	A8	A9	N3	E4	A7	
Generation:	56128	Best fitness:	95.32789115646258	Average fitness:	95.32789115646257	Fitness standard deviation:	1.4210854715202004E-14	Best genome:	A13	N9	A16	E5	A15	A14	A17	N7	A10	N12	E3	N6	A6	A12	N5	A11	A8	A9	N3	E4	A7	
Generation:	56144	Best fitness:	95.32789115646258	Average fitness:	95.32789115646257	Fitness standard deviation:	1.4210854715202004E-14	Best genome:	A13	N9	A16	E5	A15	A14	A17	N7	A10	N12	E3	N6	A6	A12	N5	A11	A8	A9	N3	E4	A7	
Generation:	56160	Best fitness:	95.32789115646258	Average fitness:	95.32789115646257	Fitness standard deviation:	1.4210854715202004E-14	Best genome:	A13	N9	A16	E5	A15	A14	A17	N7	A10	N12	E3	N6	A6	A12	N5	A11	A8	A9	N3	E4	A7	
Generation:	56176	Best fitness:	95.32789115646258	Average fitness:	95.32789115646257	Fitness standard deviation:	1.4210854715202004E-14	Best genome:	A13	N9	A16	E5	A15	A14	A17	N7	A10	N12	E3	N6	A6	A12	N5	A11	A8	A9	N3	E4	A7	
Generation:	56192	Best fitness:	95.32789115646258	Average fitness:	95.32789115646257	Fitness standard deviation:	1.4210854715202004E-14	Best genome:	A13	N9	A16	E5	A15	A14	A17	N7	A10	N12	E3	N6	A6	A12	N5	A11	A8	A9	N3	E4	A7	
Generation:	56208	Best fitness:	95.32789115646258	Average fitness:	95.32789115646257	Fitness standard deviation:	1.4210854715202004E-14	Best genome:	A13	N9	A16	E5	A15	A14	A17	N7	A10	N12	E3	N6	A6	A12	N5	A11	A8	A9	N3	E4	A7	
Generation:	56224	Best fitness:	95.32789115646258	Average fitness:	95.32789115646257	Fitness standard deviation:	1.4210854715202004E-14	Best genome:	A13	N9	A16	E5	A15	A14	A17	N7	A10	N12	E3	N6	A6	A12	N5	A11	A8	A9	N3	E4	A7	
Generation:	56240	Best fitness:	95.32789115646258	Average fitness:	95.32789115646257	Fitness standard deviation:	1.4210854715202004E-14	Best genome:	A13	N9	A16	E5	A15	A14	A17	N7	A10	N12	E3	N6	A6	A12	N5	A11	A8	A9	N3	E4	A7	
Generation:	56256	Best fitness:	95.32789115646258	Average fitness:	95.32789115646257	Fitness standard deviation:	1.4210854715202004E-14	Best genome:	A13	N9	A16	E5	A15	A14	A17	N7	A10	N12	E3	N6	A6	A12	N5	A11	A8	A9	N3	E4	A7	
Generation:	56272	Best fitness:	95.32789115646258	Average fitness:	95.32789115646257	Fitness standard deviation:	1.4210854715202004E-14	Best genome:	A13	N9	A16	E5	A15	A14	A17	N7	A10	N12	E3	N6	A6	A12	N5	A11	A8	A9	N3	E4	A7	
Generation:	56288	Best fitness:	95.32789115646258	Average fitness:	95.32789115646257	Fitness standard deviation:	1.4210854715202004E-14	Best genome:	A13	N9	A16	E5	A15	A14	A17	N7	A10	N12	E3	N6	A6	A12	N5	A11	A8	A9	N3	E4	A7	
Generation:	56304	Best fitness:	95.32789115646258	Average fitness:	95.32789115646257	Fitness standard deviation:	1.4210854715202004E-14	Best genome:	A13	N9	A16	E5	A15	A14	A17	N7	A10	N12	E3	N6	A6	A12	N5	A11	A8	A9	N3	E4	A7	
Generation:	56320	Best fitness:	95.32789115646258	Average fitness:	95.32789115646257	Fitness standard deviation:	1.4210854715202004E-14	Best genome:	A13	N9	A16	E5	A15	A14	A17	N7	A10	N12	E3	N6	A6	A12	N5	A11	A8	A9	N3	E4	A7	
Generation:	56336	Best fitness:	95.32789115646258	Average fitness:	95.32789115646257	Fitness standard deviation:	1.4210854715202004E-14	Best genome:	A13	N9	A16	E5	A15	A14	A17	N7	A10	N12	E3	N6	A6	A12	N5	A11	A8	A9	N3	E4	A7	
Generation:	56352	Best fitness:	95.32789115646258	Average fitness:	95.32789115646257	Fitness standard deviation:	1.4210854715202004E-14	Best genome:	A13	N9	A16	E5	A15	A14	A17	N7	A10	N12	E3	N6	A6	A12	N5	A11	A8	A9	N3	E4	A7	
Generation:	56368	Best fitness:	95.32789115646258	Average fitness:	95.32789115646257	Fitness standard deviation:	1.4210854715202004E-14	Best genome:	A13	N9	A16	E5	A15	A14	A17	N7	A10	N12	E3	N6	A6	A12	N5	A11	A8	A9	N3	E4	A7	
Generation:	56384	Best fitness:	95.32789115646258	Average fitness:	95.32789115646257	Fitness standard deviation:	1.4210854715202004E-14	Best genome:	A13	N9	A16	E5	A15	A14	A17	N7	A10	N12	E3	N6	A6	A12	N5	A11	A8	A9	N3	E4	A7	
Generation:	56400	Best fitness:	95.32789115646258	Average fitness:	95.32789115646257	Fitness standard deviation:	1.4210854715202004E-14	Best genome:	A13	N9	A16	E5	A15	A14	A17	N7	A10	N12	E3	N6	A6	A12	N5	A11	A8	A9	N3	E4	A7	
Generation:	56416	Best fitness:	95.32789115646258	Average fitness:	95.32789115646257	Fitness standard deviation:	1.4210854715202004E-14	Best genome:	A13	N9	A16	E5	A15	A14	A17	N7	A10	N12	E3	N6	A6	A12	N5	A11	A8	A9	N3	E4	A7	
Generation:	56432	Best fitness:	95.32789115646258	Average fitness:	95.32789115646257	Fitness standard deviation:	1.4210854715202004E-14	Best genome:	A13	N9	A16	E5	A15	A14	A17	N7	A10	N12	E3	N6	A6	A12	N5	A11	A8	A9	N3	E4	A7	
Generation:	56448	Best fitness:	95.32789115646258	Average fitness:	95.32789115646257	Fitness standard deviation:	1.4210854715202004E-14	Best genome:	A13	N9	A16	E5	A15	A14	A17	N7	A10	N12	E3	N6	A6	A12	N5	A11	A8	A9	N3	E4	A7	
Generation:	56464	Best fitness:	95.32789115646258	Average fitness:	95.32789115646257	Fitness standard deviation:	1.4210854715202004E-14	Best genome:	A13	N9	A16	E5	A15	A14	A17	N7	A10	N12	E3	N6	A6	A12	N5	A11	A8	A9	N3	E4	A7	
Generation:	56480	Best fitness:	95.32789115646258	Average fitness:	95.32789115646257	Fitness standard deviation:	1.4210854715202004E-14	Best genome:	A13	N9	A16	E5	A15	A14	A17	N7	A10	N12	E3	N6	A6	A12	N5	A11	A8	A9	N3	E4	A7	
Generation:	56496	Best fitness:	95.32789115646258	Average fitness:	95.32789115646257	Fitness standard deviation:	1.4210854715202004E-14	Best genome:	A13	N9	A16	E5	A15	A14	A17	N7	A10	N12	E3	N6	A6	A12	N5	A11	A8	A9	N3	E4	A7	
Generation:	56512	Best fitness:	95.32789115646258	Average fitness:	95.32789115646257	Fitness standard deviation:	1.4210854715202004E-14	Best genome:	A13	N9	A16	E5	A15	A14	A17	N7	A10	N12	E3	N6	A6	A12	N5	A11	A8	A9	N3	E4	A7	
Generation:	56528	Best fitness:	95.32789115646258	Average fitness:	95.32789115646257	Fitness standard deviation:	1.4210854715202004E-14	Best genome:	A13	N9	A16	E5	A15	A14	A17	N7	A10	N12	E3	N6	A6	A12	N5	A11	A8	A9	N3	E4	A7	
Generation:	56544	Best fitness:	95.32789115646258	Average fitness:	95.32789115646257	Fitness standard deviation:	1.4210854715202004E-14	Best genome:	A13	N9	A16	E5	A15	A14	A17	N7	A10	N12	E3	N6	A6	A12	N5	A11	A8	A9	N3	E4	A7	
Generation:	56560	Best fitness:	95.32789115646258	Average fitness:	95.32789115646257	Fitness standard deviation:	1.4210854715202004E-14	Best genome:	A13	N9	A16	E5	A15	A14	A17	N7	A10	N12	E3	N6	A6	A12	N5	A11	A8	A9	N3	E4	A7	
Generation:	56576	Best fitness:	95.32789115646258	Average fitness:	95.32789115646257	Fitness standard deviation:	1.4210854715202004E-14	Best genome:	A13	N9	A16	E5	A15	A14	A17	N7	A10	N12	E3	N6	A6	A12	N5	A11	A8	A9	N3	E4	A7	
Generation:	56592	Best fitness:	95.32789115646258	Average fitness:	95.32789115646257	Fitness standard deviation:	1.4210854715202004E-14	Best genome:	A13	N9	A16	E5	A15	A14	A17	N7	A10	N12	E3	N6	A6	A12	N5	A11	A8	A9	N3	E4	A7	
Generation:	56608	Best fitness:	95.32789115646258	Average fitness:	95.32789115646257	Fitness standard deviation:	1.4210854715202004E-14	Best genome:	A13	N9	A16	E5	A15	A14	A17	N7	A10	N12	E3	N6	A6	A12	N5	A11	A8	A9	N3	E4	A7	
Generation:	56624	Best fitness:	95.32789115646258	Average fitness:	95.32789115646257	Fitness standard deviation:	1.4210854715202004E-14	Best genome:	A13	N9	A16	E5	A15	A14	A17	N7	A10	N12	E3	N6	A6	A12	N5	A11	A8	A9	N3	E4	A7	
Generation:	56640	Best fitness:	95.32789115646258	Average fitness:	95.32789115646257	Fitness standard deviation:	1.4210854715202004E-14	Best genome:	A13	N9	A16	E5	A15	A14	A17	N7	A10	N12	E3	N6	A6	A12	N5	A11	A8	A9	N3	E4	A7	
Generation:	56656	Best fitness:	95.32789115646258	Average fitness:	95.32789115646257	Fitness standard deviation:	1.4210854715202004E-14	Best genome:	A13	N9	A16	E5	A15	A14	A17	N7	A10	N12	E3	N6	A6	A12	N5	A11	A8	A9	N3	E4	A7	
Generation:	56672	Best fitness:	95.32789115646258	Average fitness:	95.32789115646257	Fitness standard deviation:	1.4210854715202004E-14	Best genome:	A13	N9	A16	E5	A15	A14	A17	N7	A10	N12	E3	N6	A6	A12	N5	A11	A8	A9	N3	E4	A7	
Generation:	56688	Best fitness:	95.32789115646258	Average fitness:	95.32789115646257	Fitness standard deviation:	1.4210854715202004E-14	Best genome:	A13	N9	A16	E5	A15	A14	A17	N7	A10	N12	E3	N6	A6	A12	N5	A11	A8	A9	N3	E4	A7	
Generation:	56704	Best fitness:	95.32789115646258	Average fitness:	95.32789115646257	Fitness standard deviation:	1.4210854715202004E-14	Best genome:	A13	N9	A16	E5	A15	A14	A17	N7	A10	N12	E3	N6	A6	A12	N5	A11	A8	A9	N3	E4	A7	
Generation:	56720	Best fitness:	95.32789115646258	Average fitness:	95.32789115646257	Fitness standard deviation:	1.4210854715202004E-14	Best genome:	A13	N9	A16	E5	A15	A14	A17	N7	A10	N12	E3	N6	A6	A12	N5	A11	A8	A9	N3	E4	A7	
Generation:	56736	Best fitness:	95.32789115646258	Average fitness:	95.32789115646257	Fitness standard deviation:	1.4210854715202004E-14	Best genome:	A13	N9	A16	E5	A15	A14	A17	N7	A10	N12	E3	N6	A6	A12	N5	A11	A8	A9	N3	E4	A7	
Generation:	56752	Best fitness:	95.32789115646258	Average fitness:	95.32789115646257	Fitness standard deviation:	1.4210854715202004E-14	Best genome:	A13	N9	A16	E5	A15	A14	A17	N7	A10	N12	E3	N6	A6	A12	N5	A11	A8	A9	N3	E4	A7	
Generation:	56768	Best fitness:	95.32789115646258	Average fitness:	95.32789115646257	Fitness standard deviation:	1.4210854715202004E-14	Best genome:	A13	N9	A16	E5	A15	A14	A17	N7	A10	N12	E3	N6	A6	A12	N5	A11	A8	A9	N3	E4	A7	
Generation:	56784	Best fitness:	95.32789115646258	Average fitness:	95.32789115646257	Fitness standard deviation:	1.4210854715202004E-14	Best genome:	A13	N9	A16	E5	A15	A14	A17	N7	A10	N12	E3	N6	A6	A12	N5	A11	A8	A9	N3	E4	A7	
Generation:	56800	Best fitness:	95.32789115646258	Average fitness:	95.32789115646257	Fitness standard deviation:	1.4210854715202004E-14	Best genome:	A13	N9	A16	E5	A15	A14	A17	N7	A10	N12	E3	N6	A6	A12	N5	A11	A8	A9	N3	E4	A7	
Generation:	56816	Best fitness:	95.32789115646258	Average fitness:	95.32789115646257	Fitness standard deviation:	1.4210854715202004E-14	Best genome:	A13	N9	A16	E5	A15	A14	A17	N7	A10	N12	E3	N6	A6	A12	N5	A11	A8	A9	N3	E4	A7	
